Rank,Title,Status,Study Results,Conditions,Interventions,Sponsor/Collaborators,Name1,Name2,Name3,Name4,Name5,Name6,Name7,Phases,Funded Bys,Study Type,Start Date,Completion Date,URL
4120,Safety and Immunogenicity of VAX125 Influenza Vaccine in Community-living Adults >= 65 Years of Age,Completed,Has Results,Influenza,Biological: VAX125,VaxInnate Corporation,VaxInnate Corporation,,,,,,,Phase 2,Industry,Interventional,9/9/2019,3/11/2019,https://ClinicalTrials.gov/show/NCT00966238
4121,Treatment of Androgenic Alopecia in Males,Completed,Has Results,Androgenetic Alopecia|Hair Loss|Male Pattern Baldness,Device: HairMax LaserComb|Device: Control device,"Lexington International, LLC","Lexington International, LLC",,,,,,,Not Applicable,Industry,Interventional,7/9/2019,8/10/2019,https://ClinicalTrials.gov/show/NCT00947219
4122,Triplet Combination First Line Treatment in Non Small Cell Lung Cancer (NSCLC),Completed,Has Results,Metastatic Non-squamous Non Small Cell Lung Cancer,Drug: CBP501 + Cisplatin + Pemetrexed|Drug: Cisplatin + Pemetrexed,CanBas Co. Ltd.,CanBas Co. Ltd.,,,,,,,Phase 2,Industry,Interventional,4/9/2019,7/13/2019,https://ClinicalTrials.gov/show/NCT00942825
4123,Study of Buprenorphine HCl Buccal Film in the Treatment of Dental Pain,Completed,Has Results,Dental Pain,Drug: Oxycodone|Drug: Buprenorphine|Drug: Placebo Film|Drug: Placebo Capsule,BioDelivery Sciences International,BioDelivery Sciences International,,,,,,,Phase 2,Industry,Interventional,8/9/2019,11/9/2019,https://ClinicalTrials.gov/show/NCT00941304
4124,Hydrocodone/Acetaminophen for Acute Pain Following Third Molar Tooth Extraction,Completed,Has Results,Pain,Drug: ABT-712 Extended-release|Drug: Hydrocodone/Acetaminophen Immediate-release|Drug: Placebo,"AbbVie (prior sponsor, Abbott)|AbbVie","AbbVie (prior sponsor, Abbott)",AbbVie,,,,,,Phase 2,Industry,Interventional,6/9/2019,8/9/2019,https://ClinicalTrials.gov/show/NCT00935311
4125,Everolimus and OSI-906 for Patients With Refractory Metastatic Colorectal Cancer,Completed,Has Results,Metastatic Colorectal Cancer,Drug: OSI-906|Drug: Everolimus,"SCRI Development Innovations, LLC|Novartis Pharmaceuticals|OSI Pharmaceuticals","SCRI Development Innovations, LLC",Novartis Pharmaceuticals,OSI Pharmaceuticals,,,,,Phase 1,Other|Industry,Interventional,7/10/2019,5/13/2019,https://ClinicalTrials.gov/show/NCT01154335
4126,Pilot Study to Examine the Post-Dose Changes in Exhaled Nitric Oxide (eNO) Following Treatment With Fluticasone Propionate (FP)/Salmeterol (SAL) Combination Product Advair,Completed,Has Results,Asthma,"Drug: fluticasone propionate/salmeterol (Flu/Sal) : 100mcg/50mcg, 250mcg/50mcg,500mcg/50 mcg",Sandoz,Sandoz,,,,,,,Phase 2,Industry,Interventional,6/9/2019,12/9/2019,https://ClinicalTrials.gov/show/NCT00927758
4127,Safety and Effectiveness of Belotero® in Subjects With Fitzpatrick Phototypes IV Through VI,Completed,Has Results,Facial Wrinkles,Device: Belotero®,"Merz North America, Inc.","Merz North America, Inc.",,,,,,,Not Applicable,Industry,Interventional,5/9/2019,7/10/2019,https://ClinicalTrials.gov/show/NCT00922623
4128,Study of Intravenous GMI-1070 in Adults With Sickle Cell Disease,Completed,Has Results,Sickle Cell Disease,Drug: GMI-1070,Pfizer,Pfizer,,,,,,,Phase 1|Phase 2,Industry,Interventional,5/9/2019,9/10/2019,https://ClinicalTrials.gov/show/NCT00911495
4129,"Safety, Tolerability, Pharmacokinetics (PK) of the Anti-Orthopox Drug, ST-246",Completed,Has Results,Orthopoxviral Disease,Drug: ST-246 400 mg|Drug: ST-246 600 mg|Drug: Placebo,SIGA Technologies|National Institutes of Health (NIH),SIGA Technologies,National Institutes of Health (NIH),,,,,,Phase 2,Industry|NIH,Interventional,6/9/2019,1/10/2019,https://ClinicalTrials.gov/show/NCT00907803
4130,Treatment of Chronic Lymphocytic Leukemia in Patients Previously Exposed to Rituximab,Completed,Has Results,Chronic Lymphocytic Leukemia,Drug: Ofatumumab|Drug: Lenalidomide,Medical University of South Carolina|GlaxoSmithKline|Celgene Corporation,Medical University of South Carolina,GlaxoSmithKline,Celgene Corporation,,,,,Phase 2,Other|Industry,Interventional,5/10/2019,6/13/2019,https://ClinicalTrials.gov/show/NCT01123356
4131,A Study to Evaluate the Safety and Efficacy of Additional Doses of AZX100 Drug Product Following Excision of Keloid Scars,Completed,Has Results,Scar Prevention|Scar Reduction,Drug: AZX100 Drug Product|Drug: Placebo,Capstone Therapeutics,Capstone Therapeutics,,,,,,,Phase 2,Industry,Interventional,5/9/2019,9/10/2019,https://ClinicalTrials.gov/show/NCT00892723
4132,A Study of the Safety and Efficacy of Gatifloxacin in Patients With Bacterial Conjunctivitis,Completed,Has Results,Bacterial Conjunctivitis,Drug: Gatifloxacin 0.5% eye drops|Drug: placebo eye drops,Allergan,Allergan,,,,,,,Phase 3,Industry,Interventional,2/8/2019,1/9/2019,https://ClinicalTrials.gov/show/NCT00518089
4133,Study Of Fluticasone Propionate/Salmeterol In Asthmatic Subjects,Completed,Has Results,Asthma,Drug: FP|Drug: SFC|Drug: Placebo,GlaxoSmithKline,GlaxoSmithKline,,,,,,,Phase 4,Industry,Interventional,8/7/2019,7/8/2019,https://ClinicalTrials.gov/show/NCT00517634
4134,A Prospective Study to Evaluate the Safety of a New Monovalent Intranasal Influenza Vaccine,Completed,Has Results,Healthy,Biological: Monovalent influenza virus vaccine|Biological: Placebo,MedImmune LLC,MedImmune LLC,,,,,,,Phase 4,Industry,Interventional,5/9/2019,12/9/2019,https://ClinicalTrials.gov/show/NCT00873912
4135,Eculizumab Pharmacokinetics/Pharmacodynamics Study in Pediatric/Adolescent Paroxysmal Nocturnal Hemoglobinuria (PNH),Completed,Has Results,"Hemoglobinuria, Paroxysmal",Drug: Eculizumab,Alexion Pharmaceuticals,Alexion Pharmaceuticals,,,,,,,Phase 4,Industry,Interventional,10/2/2009,5/12/2011,https://ClinicalTrials.gov/show/NCT00867932
4136,An Inpatient Evaluation of Six-Day Subcutaneous Glucose Sensor Performance,Completed,Has Results,Diabetes,Device: MMT-7003 subcutaneous glucose sensor,Medtronic Diabetes,Medtronic Diabetes,,,,,,,Not Applicable,Industry,Interventional,3/9/2019,1/10/2019,https://ClinicalTrials.gov/show/NCT00865345
4137,"An Open-Label Functionality, Safety and Efficacy Study in Patients Undergoing Elective Unilateral Knee Replacement",Completed,Has Results,"Pain, Postoperative",Drug: Sufentanil NanoTab PCA System/15 mcg,"AcelRx Pharmaceuticals, Inc.","AcelRx Pharmaceuticals, Inc.",,,,,,,Phase 2,Industry,Interventional,4/9/2019,8/9/2019,https://ClinicalTrials.gov/show/NCT00859313
4138,Pharmacokinetic and Safety of Dexlansoprazole in Adolescents With Gastroesophageal Reflux Disease,Completed,Has Results,Gastroesophageal Reflux,Drug: Dexlansoprazole MR,Takeda,Takeda,,,,,,,Phase 1,Industry,Interventional,5/9/2019,9/9/2019,https://ClinicalTrials.gov/show/NCT00847210
4139,Study of Lenalidomide and Ofatumumab for the Treatment of Relapsed or Refractory Non-Hodgkin's Lymphoma,Completed,Has Results,Non-Hodgkin's Lymphoma,Drug: Lenalidomide|Drug: ofatumumab,University of Nebraska|Celgene Corporation|GlaxoSmithKline,University of Nebraska,Celgene Corporation,GlaxoSmithKline,,,,,Phase 1|Phase 2,Other|Industry,Interventional,3/10/2019,1/18/2019,https://ClinicalTrials.gov/show/NCT01060384
4140,Effects of Dapagliflozin on Insulin Resistance and Insulin Secretion in Subjects With Type 2 Diabetes,Completed,Has Results,Type 2 Diabetes Mellitus,Drug: Dapagliflozin|Drug: Placebo,"AstraZeneca|Astra Zeneca, Bristol-Myers Squibb",AstraZeneca,"Astra Zeneca, Bristol-Myers Squibb",,,,,,Phase 2,Industry|Other,Interventional,4/9/2019,8/10/2019,https://ClinicalTrials.gov/show/NCT00831779
4141,Staccato Loxapine in Migraine (Out Patient),Completed,Has Results,Migraine Headache,Drug: Inhaled Placebo|Drug: Inhaled Loxapine 1.25 mg|Drug: Inhaled Loxapine 2.5 mg,"Alexza Pharmaceuticals, Inc.","Alexza Pharmaceuticals, Inc.",,,,,,,Phase 2,Industry,Interventional,1/9/2019,8/9/2019,https://ClinicalTrials.gov/show/NCT00825500
4142,Safety and Efficacy of a New Treatment in Combination With Laser for Diabetic Macular Edema,Completed,Has Results,Diabetic Macular Edema,Drug: Dexamethasone|Drug: Sham injection|Procedure: Laser Photocoagulation,Allergan,Allergan,,,,,,,Phase 2,Industry,Interventional,5/1/2007,2/8/2010,https://ClinicalTrials.gov/show/NCT00464685
4143,Safety Study of Recombinant M2e Influenza-A Vaccine in Healthy Adults,Completed,Has Results,Influenza,Biological: Influenza A Vaccine: ACAM FLU-A|Biological: Saline placebo,Sanofi,Sanofi,,,,,,,Phase 1,Industry,Interventional,7/7/2019,2/9/2019,https://ClinicalTrials.gov/show/NCT00819013
4144,A Study to Evaluate the Safety and Efficacy of Gatifloxacin for the Treatment of Bacterial Conjunctivitis,Completed,Has Results,Bacterial Conjunctivitis,Drug: gatifloxacin|Drug: moxifloxacin 0.5% eye drops,Allergan,Allergan,,,,,,,Phase 4,Industry,Interventional,6/7/2019,9/8/2019,https://ClinicalTrials.gov/show/NCT00464438
4145,Prometra's Utilization in Mitigating Pain (PUMP),Completed,Has Results,Intractable Pain,Device: Infusion Pump (Prometra),Flowonix Medical,Flowonix Medical,,,,,,,Not Applicable,Industry,Interventional,1/7/2019,3/11/2019,https://ClinicalTrials.gov/show/NCT00817596
4146,"Systemic and Local Diffusion of Ethanol After Administration of Ethanol 96% Formulated in a Gel and Ethanol 98% Solution by the Percutaneous Route, in Patients With Congenital Venous Malformations:Pharmacokinetic, Pharmacodynamic and Clinical Study.",Completed,Has Results,Congenital Venous Malformation,Drug: Ethanol 96% Gel|Drug: Ethanol 98% Solution,Orfagen|FDA Office of Orphan Products Development,Orfagen,FDA Office of Orphan Products Development,,,,,,Phase 2,Industry|U.S. Fed,Interventional,5/7/2019,6/10/2019,https://ClinicalTrials.gov/show/NCT00462462
4147,A Study of IMC-A12 in Participants With Tumors Who No Longer Respond to Treatment or For Whom No Treatment is Available,Completed,Has Results,Advanced Solid Tumors,Biological: IMC-A12,Eli Lilly and Company,Eli Lilly and Company,,,,,,,Phase 1,Industry,Interventional,10/5/2019,1/11/2019,https://ClinicalTrials.gov/show/NCT00785538
4148,A Multi-Center Study to Assess the Performance of Saturation Patterns.,Completed,Has Results,Sleep-Disordered Breathing|Obstructive Sleep Apnea|Sleep Apnea|Central Sleep Apnea,,Medtronic - MITG,Medtronic - MITG,,,,,,,,Industry,Observational,8/8/2019,10/8/2019,https://ClinicalTrials.gov/show/NCT00775346
4149,Phase 1 Study Of Aurora Kinase Inhibitor PF-03814735 In Patients With Advanced Solid Tumors,Completed,Has Results,Solid Tumors,Drug: PF-03814735,Pfizer,Pfizer,,,,,,,Phase 1,Industry,Interventional,11/6/2019,6/9/2019,https://ClinicalTrials.gov/show/NCT00424632
4150,Traveler's Diarrhea (TD) Automated Process,Completed,Has Results,Prevention of Travelers' Diarrhea,Biological: heat-labile enterotoxin of E. coli (LT)|Biological: Placebo,"Intercell USA, Inc.","Intercell USA, Inc.",,,,,,,Phase 2,Industry,Interventional,9/8/2019,11/9/2019,https://ClinicalTrials.gov/show/NCT00751777
4151,Ofatumumab With Fludarabine and Cyclophosphamide in B-CLL Patients,Completed,Has Results,"Leukaemia, Lymphocytic, Chronic",Drug: Ofatumumab 500mg|Drug: Ofatumumab 1000mg|Drug: Fludarabine|Drug: Cyclophosphamide,GlaxoSmithKline,GlaxoSmithKline,,,,,,,Phase 2,Industry,Interventional,1/7/2019,5/13/2019,https://ClinicalTrials.gov/show/NCT00410163
4152,Study of the ENTact Septal Staple System for Tissue Approximation During Septoplasty,Completed,Has Results,Nasal Septum,,"ENTrigue Surgical, Inc.","ENTrigue Surgical, Inc.",,,,,,,,Industry,Observational,4/8/2019,2/9/2019,https://ClinicalTrials.gov/show/NCT00740480
4153,Study of Low Level Laser Therapy for Body Contouring,Completed,Has Results,Body Contouring,Device: Erchonia ML Scanner (MLS)|Device: Sham device,Erchonia Corporation,Erchonia Corporation,,,,,,,Not Applicable,Industry,Interventional,10/7/2019,7/8/2019,https://ClinicalTrials.gov/show/NCT00738426
4154,IncobotulinumtoxinA (Xeomin) Versus Placebo in the Treatment of Blepharospasm,Completed,Has Results,Blepharospasm,Drug: incobotulinumtoxinA (Xeomin)|Drug: Placebo,Merz Pharmaceuticals GmbH,Merz Pharmaceuticals GmbH,,,,,,,Phase 3,Industry,Interventional,10/6/2019,7/9/2019,https://ClinicalTrials.gov/show/NCT00406367
4155,Evaluation of the Coloplast Titan® IPP for Maintaining Penile Length While Treating Erectile Dysfunction (ED),Completed,Has Results,Erectile Dysfunction,Device: Inflatable Penile Prosthesis,Coloplast A/S,Coloplast A/S,,,,,,,Not Applicable,Industry,Interventional,12/7/2019,5/11/2019,https://ClinicalTrials.gov/show/NCT00731666
4156,Validation of TearLab Osmometer - Human Factor Usability Report,Completed,Has Results,Dry Eye Syndromes,,TearLab Corporation,TearLab Corporation,,,,,,,,Industry,Observational,7/8/2019,3/9/2019,https://ClinicalTrials.gov/show/NCT00731484
4157,Assessing the Analgesic Efficacy of Naproxen Sodium in Postsurgical Dental Pain.,Completed,Has Results,Toothache,Drug: Naproxen Sodium ER (BAYH6689)|Drug: Placebo,Bayer,Bayer,,,,,,,Phase 3,Industry,Interventional,6/8/2019,8/8/2019,https://ClinicalTrials.gov/show/NCT00720057
4158,A Preference Study Comparing Kristalose® and Liquid Lactulose,Completed,Has Results,Constipation,Drug: lactulose (Kristalose®)|Drug: liquid lactulose,Cumberland Pharmaceuticals,Cumberland Pharmaceuticals,,,,,,,Phase 4,Industry,Interventional,6/9/2019,9/9/2019,https://ClinicalTrials.gov/show/NCT00712543
4159,"Treatment of Acute HIV With Emtricitabine, Tenofovir and Efavirenz (CID 0805)",Completed,Has Results,Acute HIV Infection|HIV Infections,"Drug: efavirenz, emtricitabine, and tenofovir","University of North Carolina, Chapel Hill|Bristol-Myers Squibb|Gilead Sciences","University of North Carolina, Chapel Hill",Bristol-Myers Squibb,Gilead Sciences,,,,,Phase 4,Other|Industry,Interventional,1/5/2019,12/13/2019,https://ClinicalTrials.gov/show/NCT00924898
4160,Treatment of Symptomatic Lumbar Internal Disc Disruption (IDD) With the Biostat® Disc Augmentation System: A Pilot Study,Completed,Has Results,Low Back Pain,Biological: Biostat® Disc Augmentation System,"Spinal Restoration, Inc.","Spinal Restoration, Inc.",,,,,,,Not Applicable,Industry,Interventional,6/8/2019,1/11/2019,https://ClinicalTrials.gov/show/NCT00693784
4161,Phase 2 Study in Adults Sensitized to Cat,Completed,Has Results,Allergy,"Biological: Standardized Allergenic Extract, Cat Hair|Biological: Placebo","Antigen Laboratories, Inc.","Antigen Laboratories, Inc.",,,,,,,Phase 2,Industry,Interventional,10/8/2019,6/9/2019,https://ClinicalTrials.gov/show/NCT00689299
4162,"Immunogenicity, Safety and Tolerability of the Typhoid Fever Vaccine Candidate M01ZH09 in Healthy Adults",Completed,Has Results,Typhoid,Biological: Dose of 5.0 x 10^9 CFU (Cohort 1)|Biological: Dose of 7.5 x 10^9 CFU (Cohort 2)|Biological: Dose of 1.1 x 10^10 CFU (Cohort 3)|Biological: Dose of of 1.7 x 10^10 CFU (Cohort 4)|Other: Placebo (Cohorts 1-4 pooled),Emergent BioSolutions,Emergent BioSolutions,,,,,,,Phase 2,Industry,Interventional,5/8/2019,12/8/2019,https://ClinicalTrials.gov/show/NCT00679172
4163,A Prospective Study to Evaluate the Safety of a New Trivalent Intranasal Influenza Vaccine,Completed,Has Results,Influenza,Biological: Trivalent influenza virus vaccine|Biological: Placebo,MedImmune LLC,MedImmune LLC,,,,,,,Phase 4,Industry,Interventional,6/8/2019,12/8/2019,https://ClinicalTrials.gov/show/NCT00677820
4164,A Phase I Study to Evaluate the Oral Absorption of Nepadutant in Infants,Completed,Has Results,Infantile Colic|Infantile Functional Gastrointestinal Disorders,Drug: Nepadutant,Menarini Group,Menarini Group,,,,,,,Phase 1,Industry,Interventional,3/8/2019,5/9/2019,https://ClinicalTrials.gov/show/NCT00655083
4165,Vitamin D3 for Aromatase Inhibitor Induced Arthralgias,Completed,Has Results,Breast Cancer,Dietary Supplement: High Dose Vitamin D|Dietary Supplement: Placebo|Dietary Supplement: Standard Dose Vitamin D3|Drug: Letrozole 2.5mg,Qamar Khan|Novartis Pharmaceuticals|BTR Group|University of Kansas Medical Center,Qamar Khan,Novartis Pharmaceuticals,BTR Group|University of Kansas Medical Center,BTR Group,University of Kansas Medical Center,,,Phase 2,Other|Industry,Interventional,3/9/2019,1/11/2019,https://ClinicalTrials.gov/show/NCT00867217
4166,Safety and Tolerability of Buprenorphine/Naloxone Film Strips,Completed,Has Results,Opioid-Related Disorders,Drug: Buprenorphine/naloxone Film Strip,Indivior Inc.,Indivior Inc.,,,,,,,Phase 2,Industry,Interventional,2/8/2019,10/8/2019,https://ClinicalTrials.gov/show/NCT00640835
4167,A Study to Determine the Effect and Safety of an Oral Janus Kinase 2 (JAK2)-Inhibitor (Ruxolitinib; INBC018424) in Patients With Multiple Myeloma,Completed,Has Results,Multiple Myeloma,Drug: Ruxolitinib 25 mg|Drug: Dexamethasone 40 mg,Incyte Corporation,Incyte Corporation,,,,,,,Phase 2,Industry,Interventional,3/8/2019,7/10/2019,https://ClinicalTrials.gov/show/NCT00639002
4168,Study Of Sunitinib Plus FOLFOX In Patients With Solid Tumors,Completed,Has Results,Colorectal Neoplasms|Neoplasms,Drug: sunitinib + FOLFOX,Pfizer,Pfizer,,,,,,,Phase 1,Industry,Interventional,9/5/2019,11/8/2019,https://ClinicalTrials.gov/show/NCT00599924
4169,Mechanisms of Glucose Lowering Effect of Colesevelam HCl,Completed,Has Results,Diabetes,Drug: Colesevelam HCL|Drug: Placebo,Carine Beysen|KineMed,Carine Beysen,KineMed,,,,,,Not Applicable,Industry,Interventional,11/7/2019,4/9/2019,https://ClinicalTrials.gov/show/NCT00596427
4170,OASIS Wound Matrix (Oasis) Mechanism of Action,Completed,Has Results,Diabetic Foot Ulcers (DFU)|Venous Stasis Ulcers (VSU),Device: OASIS Wound Matrix,Healthpoint,Healthpoint,,,,,,,Phase 4,Industry,Interventional,10/7/2019,4/10/2019,https://ClinicalTrials.gov/show/NCT00570141
4171,"Safety Study of a Contact Lens With Ketotifen in Healthy, Normal Volunteers",Completed,Has Results,Allergic Conjunctivitis,Device: K-Lens (generic name not established) and Ketotifen|Device: Placebo Lens,Vistakon Pharmaceuticals,Vistakon Pharmaceuticals,,,,,,,Phase 3,Industry,Interventional,10/7/2019,3/8/2019,https://ClinicalTrials.gov/show/NCT00569777
4172,An Implantable Microneuromodulator for the Treatment of Chronic Shoulder Pain in Chronic Post-Stroke Subjects,Completed,Has Results,Shoulder Pain Chronic,Device: Battery Powered Microneuromodulator (BBPM),Bioness Inc,Bioness Inc,,,,,,,Phase 2,Industry,Interventional,6/7/2019,12/12/2019,https://ClinicalTrials.gov/show/NCT00567541
4173,LT Vaccine Patch Self-Administration Study,Completed,Has Results,Prevention of Travelers' Diarrhea,Biological: heat-labile enterotoxin of E. coli (LT),"Intercell USA, Inc.","Intercell USA, Inc.",,,,,,,Phase 2,Industry,Interventional,11/7/2019,8/8/2019,https://ClinicalTrials.gov/show/NCT00565461
