CTID,Title,Conditions,Results First Posted,Ticker
NCT01721109,"Pharmacokinetics, Safety, and Efficacy of Elvitegravir/Cobicistat/Emtricitabine/Tenofovir Disoproxil Fumarate Single Tablet Regimen (STR) in Adolescents",Acquired Immunodeficiency Syndrome|HIV Infections,4/10/2017,GILD
NCT02276612,Efficacy and Safety of Elvitegravir/Cobicistat/Emtricitabine/Tenofovir Alafenamide in HIV-1 Infected Adolescents,HIV,2/22/2018,GILD
NCT01087528,Evaluation of PillCam™ Colon 2 in Visualization of the Colon,Colonic Diseases|Bowel Diseases,6/8/2012,
NCT00323284,A Study of the Trabecular Micro-bypass Stent in Combination With Cataract Surgery in Subjects With Open Angle Glaucoma,Open-Angle Glaucoma,10/4/2012,GKOS
NCT02832375,Investigating the Efficacy of an Occluding Dentifrice in Providing Relief From Dentinal Hypersensitivity,Dentin Sensitivity,2/27/2017,GSK
NCT01827670,Investigating the Efficacy of a Dentifrice in Providing Long Term Relief From Dentinal Hypersensitivity,Dentine Hypersensitivity,1/26/2015,GSK
NCT01817790,Assessment of Fluticasone Propionate on Ocular Allergy Symptoms,Allergic Rhinitis|Seasonal Allergic Rhinitis,4/3/2014,GSK
NCT01641237,Effect of Fluoride in a Dentifrice on Remineralization of Erosive Lesions,Enamel Erosion,7/31/2013,GSK
NCT01607411,A Clinical Study to Evaluate Experimental Children's Toothpastes in an In-Situ Caries Model,Dental Caries,8/26/2013,GSK
NCT01592864,The Efficacy of a Dentifrice in Providing Relief From the Pain of Dentinal Hypersensitivity,Dentine Hypersensitivity,3/10/2014,GSK
NCT01592851,Clinical Efficacy of a Toothpaste in Providing Relief From the Pain of Dentinal Hypersensitivity,Dentine Hypersensitivity,6/3/2014,GSK
NCT00708305,Evaluation of Plaque Fluid Fluoride Retention From Fluoride Toothpastes,Dental Caries,6/10/2013,GSK
NCT00708097,In Situ Caries Efficacy of Fluoride Toothpastes,Caries,6/24/2013,GSK
NCT00385008,TREXIMA and RELPAX Gastric Scintigraphy Inside and Outside a Migraine,Migraine Disorders,2/12/2018,GSK
NCT01702532,Nicotine Mouth Film for Craving Relief.,Smoking Cessation,1/30/2014,GSK
NCT01499199,A Study of the Pharmacokinetics and Antiviral Activity of Dolutegravir in the Central Nervous System in HIV-1 Infected ART-naive Subjects,"Infection, Human Immunodeficiency Virus",11/25/2013,GSK
NCT00459056,The Vascular Effects of Carvedilol Controlled Release (CR) in Abdominally Obese Hypertensive Patients,Abdominal Obesity|Hypertension,11/8/2013,GSK
NCT00275275,Pramipexole Conversion to Ropinirole Controlled Release (CR),Parkinson Disease,8/24/2012,GSK
NCT03296072,In Situ Erosion Study to Investigate the Effectiveness of an Experimental Toothpaste,Tooth Erosion,2/20/2019,GSK
NCT00831129,A Study for Pre-diabetic Patients With Cholesterol Lowering Drugs,Pre-diabetes,9/12/2013,GSK
NCT00531843,The Use of Fondaparinux in Preventing Thromboembolism in High Risk Trauma Patients,Venous Thromboembolism,12/24/2013,GSK
NCT00440115,Disease Management for Smoking Cessation,Smoking Cessation,6/7/2017,GSK
NCT00421343,Secondary Prevention of Osteoporosis,Osteoporosis,6/10/2011,GSK
NCT01751165,Safety and Immunogenicity of Different Dosing Schedules of GlaxoSmithkline (GSK) Biologicals' Herpes Zoster (HZ) Vaccine in Adults 50 Years of Age or Older,Herpes Zoster,3/31/2017,GSK
NCT03014674,A Study to Compare the Pharmacokinetics of Mepolizumab as a Liquid Drug in a Safety Syringe or an Autoinjector Versus Lyophilised Drug,Asthma,8/14/2018,GSK
NCT00268983,Comparison Of Rituximab Versus Tositumomab and Iodine I 131 Tositumomab (BEXXAR® Therapeutic Regimen) For Patients With Relapsed Follicular Non-Hodgkins Lymphoma,"Lymphoma, Non-Hodgkin",8/2/2010,GSK
NCT00891982,A Clinical Study to Evaluate the Tolerability of a Topical Antibiotic and Retinoid Used in a Combined Regimen With a BPO Wash,Acne Vulgaris,7/25/2011,GSK
NCT01067339,Lipoprotein-associated Phospholipase A2 (Lp-PLA2) Progenitor Cells and Coronary Atherosclerosis in Humans,Endothelial Dysfunction,3/15/2017,GSK
NCT01016678,Treximet Early Intervention Adolescent Migraine,Migraine,5/4/2016,GSK
NCT00765076,Clinical Study of the Immunogenicity of GSK Biologicals' Influenza Vaccine GSK2186877A in People Aged 65 Years or Older,Influenza,4/5/2012,GSK
NCT00621842,Lamotrigine for Symptoms of Geriatric Bipolar Depression,"Bipolar Disorder|Depression, Bipolar",10/25/2011,GSK
NCT02229227,Safety and Efficacy of Albiglutide + Insulin Glargine Versus Insulin Lispro + Insulin Glargine Subjects With Type 2 Diabetes Mellitus,"Diabetes Mellitus, Type 2",6/29/2018,GSK
NCT02058563,"Immunogenicity and Safety of GSK Biologicals' Combined Measles-mumps-rubella Vaccine in Volunteers, Seven Years of Age and Older",Rubella|Mumps|Measles,4/10/2017,GSK
NCT02019472,A Study Comparing Sirukumab (CNTO 136) Monotherapy With Adalimumab (HUMIRA®) Monotherapy in the Treatment of Active Rheumatoid Arthritis,"Arthritis, Rheumatoid",9/14/2017,GSK
NCT01856309,Long-term Safety and Efficacy of Sirukumab in Participants With RA Completing Studies CNTO136ARA3002 or CNTO136ARA3003,"Arthritis, Rheumatoid",5/6/2019,GSK
NCT01663623,Belimumab in Remission of VASculitis,Vasculitis,4/17/2018,GSK
NCT01606761,"A Study of CNTO 136 (Sirukumab), a Human Anti-IL-6 Monoclonal Antibody, Administered Subcutaneously, in Patients With Active Rheumatoid Arthritis Despite Anti-TNF-Alpha Therapy (SIRROUND-T)","Arthritis, Rheumatoid",2/5/2018,GSK
NCT01604343,"A Study of CNTO 136 (Sirukumab), Administered Subcutaneously, in Patients With Active Rheumatoid Arthritis Despite Disease-Modifying Antirheumatic Drug (DMARD) Therapy (SIRROUND-D)","Arthritis, Rheumatoid",1/11/2018,GSK
NCT01484496,A Study of Belimumab Administered Subcutaneously in Subjects With Systemic Lupus Erythematosus (SLE),Systemic Lupus Erythematosus,7/25/2017,GSK
NCT01449929,"Dolutegravir Compared to Darunavir/Ritonavir , Each in Combination With Dual Nucleoside Reverse Transcriptase Inhibitors (NRTIs) in ART-naive Subjects","Infection, Human Immunodeficiency Virus",3/27/2014,GSK
NCT01788228,Safety and Tolerability Study of GlaxoSmithKline (GSK)1557484A Vaccine in Adults at Occupational Risk for Influenza A (H5N1) Exposure,Influenza,4/7/2015,GSK
NCT01148017,Evaluation of Meningococcal Immune Response Among Children Who Previously Received MenACWY Conjugate Vaccine,Meningococcal Meningitis,5/14/2014,GSK
NCT02478632,Bone Mineral Density in Human Immunodeficiency Virus Type 1 (HIV-1)-Infected Adult Subjects Switching From a Tenofovir Regimen to a Dolutegravir Plus Rilpivirine Regimen,HIV Infections,10/20/2017,GSK
NCT01139580,The Purpose of This Study is to Demonstrate the Safety and Effectiveness of Calcipotriene Foam in Subjects With Scalp and Body Psoriasis,Psoriasis,9/23/2011,GSK
NCT01017146,"A Study to Evaluate the Safety and Efficacy of Tazarotene Foam, 0.1%, in Subjects With Common Facial Acne - W0260-301",Acne Vulgaris,7/6/2012,GSK
NCT01017120,"A Study to Evaluate the Safety and Efficacy of Tazarotene Foam, 0.1%, in Subjects With Common Facial Acne",Acne Vulgaris,7/6/2012,GSK
NCT02355665,Study to Determine the Efficacy and Safety of a Novel Nicotine Replacement Therapy,Tobacco Dependence,1/8/2019,GSK
NCT02105987,"A Phase IIIb Study of the Safety, Efficacy, and Tolerability of Switching to a Fixed-dose Combination of Abacavir/Dolutegravir/ Lamivudine From Current Antiretroviral Regimen","Infection, Human Immunodeficiency Virus",2/25/2016,GSK
NCT00866697,"Efficacy and Safety of Pazopanib Monotherapy After First Line Chemotherapy in Ovarian, Fallopian Tube, or Primary Peritoneal Cancer",Ovarian Cancer,12/19/2013,GSK
NCT00856297,Evaluation of Persistence of Anti-meningococcal Bactericidal Antibodies Among Adolescents Who Previously Received MenACWY Conjugate Vaccine,Meningococcal Meningitis,1/22/2014,GSK
NCT00852540,Retapamulin Versus Linezolid in the Treatment of SITL and Impetigo Due to MRSA,"Skin Infections, Bacterial",8/26/2011,GSK
NCT00724867,A Continuation Trial for Subjects With Lupus Who Completed Protocol HGS1006-C1056 in the United States,Systemic Lupus Erythematosus,3/28/2016,GSK
NCT00689117,A Clinical Study to Evaluate the Safety and Effectiveness of an Investigational Product Called CT Gel,Acne Vulgaris|Acne,12/2/2010,GSK
NCT00688519,Study to Compare U0267 Against Vehicle in Subjects With Plaque-type Psoriasis One of Two Phase 3 Studies,Psoriasis,12/8/2010,GSK
NCT00689481,Study to Compare U0267 Against Vehicle in Subjects With Plaque-type Psoriasis Two of Two Phase 3 Studies,Psoriasis,12/8/2010,GSK
NCT01568892,Study Assessing Dolutegravir in HIV-1 Infected Subjects With Virus Resistant to Raltegravir and/or Elivitegravir,HIV Infections,2/19/2014,GSK
NCT00440947,Induction/Simplification With Atazanavir + Ritonavir + Abacavir/Lamivudine Fixed-Dose Combination In HIV-1 Infection,"Infection, Human Immunodeficiency Virus I|HIV Infection",8/17/2011,GSK
NCT00410384,A Study of Belimumab in Subjects With Systemic Lupus Erythematosus,Systemic Lupus Erythematosus,5/5/2011,GSK
NCT00397839,The Effect Of Oral Ibandronate In Male Osteoporosis,Male Osteoporosis,12/21/2009,GSK
NCT00356915,Itraconazole Tablets Vs. Itraconazole Capsules vs. Placebo in Onychomycosis of the Toenail.,Onychomycosis,1/4/2012,GSK
NCT01328041,A Study to Assess Dolutegravir in HIV-infected Subjects With Treatment Failure on an Integrase Inhibitor Containing Regimen.,"Infection, Human Immunodeficiency Virus",7/21/2014,GSK
NCT00296504,A Study To Assess GW433908 (Fosamprenavir) Containing Regimens In HIV-1 Infected Subjects,"Infection, Human Immunodeficiency Virus",11/8/2011,GSK
NCT01263015,A Trial Comparing GSK1349572 50mg Plus Abacavir/Lamivudine Once Daily to Atripla (Also Called The SINGLE Trial),"Infection, Human Immunodeficiency Virus I",7/2/2014,GSK
NCT01227824,A Trial Comparing GSK1349572 50mg Once Daily to Raltegravir 400mg Twice Daily,"Infection, Human Immunodeficiency Virus I",6/23/2014,GSK
NCT00776919,Trial of Clindamycin / Benzoyl Peroxide Gel in Subjects With Acne,Acne Vulgaris,1/30/2012,GSK
NCT00915902,Fish Oil Study for High Triglyceride Levels in Children,Hypertriglyceridemia,5/7/2014,GSK
NCT03099096,Study of Mepolizumab Autoinjector in Asthmatics,Asthma,6/29/2018,GSK
NCT02986854,"Study to Assess the Safety and Immunogenicity of a Single Dose of GlaxoSmithKline's (GSK) Meningococcal MenACWY-CRM Vaccine (Menveo), Administered to Subjects 15 Through 55 Years of Age, Approximately 4-6 Years After Primary ACWY Vaccination","Infections, Meningococcal",8/3/2018,GSK
NCT02979639,"Study to Evaluate the Impact of Reactogenicity on Quality of Life (QoL), After Administration of GlaxoSmithKline (GSK) Biologicals' Candidate Herpes Zoster Subunit (HZ/su) Vaccine (GSK1437173A) in Adults ≥ 50 Years of Age",Herpes Zoster,10/16/2018,GSK
NCT02683746,Safety and Efficacy Study of Albiglutide Liquid Drug Product in Type 2 Diabetes Mellitus,"Diabetes Mellitus, Type 2",5/30/2018,GSK
NCT02581410,Immunogenicity and Safety Study of GlaxoSmithKline (GSK) Biologicals' Herpes Zoster Subunit (HZ/su) Vaccine (GSK1437173A) in Adults ≥ 65 Years of Age With and Without Zostavax® Vaccination at Least 5 Years Earlier,Herpes Zoster,9/26/2017,GSK
NCT02483975,Effect of Fluticasone Furoate Inhalation Powder on the Hypothalamic-pituitary-adrenocortical Axis of Children Aged 5-11 Years With Asthma,Asthma,3/8/2017,GSK
NCT02311881,A 12-Week Efficacy Study of Paracetamol 1000mg Sustained-release Tablets in Patients With Osteoarthritis,Pain,4/7/2017,GSK
NCT02301975,"An Efficacy and Safety Study of Fluticasone Furoate/Vilanterol 100/25 Microgram (mcg) Inhalation Powder, Fluticasone Propionate/Salmeterol 250/50 mcg Inhalation Powder, and Fluticasone Propionate 250 mcg Inhalation Powder in Adults and Adolescents With Persistent Asthma",Asthma,6/12/2017,GSK
NCT02281318,Efficacy and Safety Study of Mepolizumab Adjunctive Therapy in Participants With Severe Eosinophilic Asthma on Markers of Asthma Control,Asthma,5/4/2017,GSK
NCT02242643,Study to Evaluate the Immunogenicity and Safety of GlaxoSmithKline (GSK) Biologicals' Quadrivalent Influenza Vaccine (GSK2282512A) Compared to Fluzone® Quadrivalent in Children 6 to 35 Months of Age,Influenza,4/12/2016,GSK
NCT02184572,"Safety and Immunogenicity Study of GlaxoSmithKline (GSK) Biologicals' Measles, Mumps and Rubella (MMR) Vaccine (209762) Compared to Merck & Co., Inc.'s MMR Vaccine in Healthy Children 12 to 15 Months of Age",Measles; Mumps; Rubella,7/3/2018,GSK
NCT02164513,"A Study Comparing the Efficacy, Safety and Tolerability of Fixed Dose Combination (FDC) of FF/UMEC/VI With the FDC of FF/VI and UMEC/VI; Administered Once-daily Via a Dry Powder Inhaler (DPI) in Subjects With Chronic Obstructive Pulmonary Disease (COPD)","Pulmonary Disease, Chronic Obstructive",10/10/2018,GSK
NCT02152605,A Phase IIIb Study to Evaluate the Efficacy of Umeclidinium/Vilanterol (UMEC/VI) in Subjects With Chronic Obstructive Pulmonary Disease (COPD),"Pulmonary Disease, Chronic Obstructive",2/25/2016,GSK
NCT02145468,A Phase 3 Clinical Outcomes Study to Compare the Incidence of Major Adverse Cardiovascular Events in Subjects Presenting With Acute Coronary Syndrome Treated With Losmapimod Compared to Placebo (LATITUDE-TIMI 60),Acute Coronary Syndrome,6/2/2017,GSK
NCT02135692,"A Phase 3a, Repeat Dose, Open-label, Long-term Safety Study of Mepolizumab in Asthmatic Subjects",Asthma,5/2/2018,GSK
NCT02119286,"Study to Compare the Addition of Umeclidinium Bromide (UMEC) to Fluticasone Furoate (FF)/Vilanterol (VI), With Placebo Plus FF/VI in Subjects With Chronic Obstructive Pulmonary Disease (COPD) -Study 2","Pulmonary Disease, Chronic Obstructive",12/12/2014,GSK
NCT02105974,Study Evaluating the Efficacy and Safety of Fluticasone Furoate/Vilanterol Inhalation Powder (FF/VI) Compared With Vilanterol Inhalation Powder (VI) in Subjects With Chronic Obstructive Pulmonary Disease (COPD),"Pulmonary Disease, Chronic Obstructive",4/13/2016,GSK
NCT02105961,Efficacy and Safety of Mepolizumab as an Add-on Treatment in Chronic Obstructive Pulmonary Disease (COPD),"Pulmonary Disease, Chronic Obstructive",4/6/2018,GSK
NCT02105948,Study to Evaluate Efficacy and Safety of Mepolizumab for Frequently Exacerbating Chronic Obstructive Pulmonary Disease (COPD) Patients,"Pulmonary Disease, Chronic Obstructive",4/6/2018,GSK
NCT02096263,"Study to Determine the Immunogenicity and Safety of GlaxoSmithKline (GSK) Biologicals; Infanrix Hexa at 2, 4 and 6 Months of Age in Healthy Infants",Poliomyelitis|Diphtheria|Haemophilus Influenzae Type b|Tetanus|Acellular Pertussis|Hepatitis B,8/1/2018,GSK
NCT02052596,"Study to Assess the Immunogenicity and Safety of GlaxoSmithKline (GSK) Biologicals' Herpes Zoster Subunit (HZ/su) Vaccine (GSK1437173A) When Co-administered With GSK Biologicals' Diphtheria, Tetanus and Pertussis Vaccine (Boostrix®) in Adults Aged 50 Years and Older",Herpes Zoster,4/24/2018,GSK
NCT01978093,"Immunogenicity, Safety and Reactogenicity Study of GlaxoSmithKline (GSK) Biologicals' Hib-MenCY-TT (MenHibrix®) Vaccine Compared to Merck & Co, Inc. PedvaxHIB Vaccine in Healthy Infants and Toddlers 12 to 15 Months of Age",Neisseria Meningitidis|Haemophilus Influenzae Type b,6/25/2018,GSK
NCT02020889,A Study to Investigate Mepolizumab in the Treatment of Eosinophilic Granulomatosis With Polyangiitis,Churg-Strauss Syndrome,1/26/2018,GSK
NCT01957163,"Study to Compare the Addition of Umeclidinium Bromide (UMEC) to Fluticasone Furoate (FF)/Vilanterol (VI), With Placebo Plus FF/VI in Subjects With Chronic Obstructive Pulmonary Disease (COPD)","Pulmonary Disease, Chronic Obstructive",11/25/2014,GSK
NCT01879410,A Study to Compare the Efficacy and Safety of Umeclidinium/Vilanterol With Fluticasone Propionate/Salmeterol in Subjects With Chronic Obstructive Pulmonary Disease (COPD),"Pulmonary Disease, Chronic Obstructive",8/15/2014,GSK
NCT01868009,DISKUS vs. ELLIPTA Device Preference Study in Chronic Obstructive Pulmonary Disease (COPD),"Pulmonary Disease, Chronic Obstructive",3/4/2014,GSK
NCT01842607,A Study to Determine Long-term Safety of Mepolizumab in Asthmatic Subjects,Asthma,3/3/2016,GSK
NCT01817764,A Study to Compare the Efficacy and Safety of Umeclidinium/Vilanterol and Fluticasone Propionate/Salmeterol in Subjects With Chronic Obstructive Pulmonary Disease (COPD),"Pulmonary Disease, Chronic Obstructive",5/29/2014,GSK
NCT01777334,The Purpose of This Study is to Evaluate the Spirometric Effect (Trough FEV1) of Umeclidinium/Vilanterol 62.5/25 mcg Once Daily Compared With Tiotriopium 18 mcg Once Daily Over a 24-week Treatment Period in Subjects With COPD,"Pulmonary Disease, Chronic Obstructive",6/5/2014,GSK
NCT01772147,Efficacy and Safety of the Addition of Fluticasone Propionate/Salmeterol (250/50mcg) Twice-daily to 2 Doses of Umeclidinium Bromide Inhalation Powder (62.5 or 125mcg) Once-daily Over 12 Weeks.,"Pulmonary Disease, Chronic Obstructive",4/21/2014,GSK
NCT01772134,Efficacy and Safety of the Addition of Fluticanse Propionate/Salmeterol (250/50mcg) Twice-daily to 2 Doses of Umeclidinium Bromide (62.5 or 125mcg) Once-daily Over 12 Weeks,"Pulmonary Disease, Chronic Obstructive",4/16/2014,GSK
NCT01738477,Immunogenicity and Safety of GlaxoSmithKline (GSK) Biologicals' Boostrix™ Vaccine in Previously Boosted Young Adults,Tetanus|Acellular Pertussis|Diphtheria,12/27/2017,GSK
NCT01767467,Study to Assess the Safety and Immunogenicity of GlaxoSmithKline (GSK) Biologicals' Herpes Zoster Subunit (HZ/su) Vaccine in Adults Aged 18 Years and Older With Blood Cancers,Herpes Zoster,5/25/2017,GSK
NCT01706328,A Study to Assess the Efficacy of Fluticasone Furoate/Vilanterol (FF/VI) Inhalation Powder 100/25 mcg Once Daily Compared With Fluticasone Propionate/Salmeterol Inhalation Powder 250/50 mcg Twice Daily in Subjects With Chronic Obstructive Pulmonary Disease (COPD),"Pulmonary Disease, Chronic Obstructive",3/5/2014,GSK
NCT01702428,"Consistency Study of GlaxoSmithKline (GSK) Biologicals' MMR Vaccine (209762) (Priorix) Comparing Immunogenicity and Safety to Merck & Co., Inc.'s MMR Vaccine (M-M-R II), in Children 12 to 15 Months of Age",Rubella|Measles|Mumps,6/28/2018,GSK
NCT01691521,Efficacy and Safety Study of Mepolizumab Adjunctive Therapy in Subjects With Severe Uncontrolled Refractory Asthma,Asthma,1/26/2016,GSK
NCT01691859,MEA112997 Open-label Long Term Extension Safety Study of Mepolizumab in Asthmatic Subjects,Asthma,5/22/2018,GSK
NCT01686633,"An Efficacy and Safety Study of Fluticasone Furoate/Vilanterol (FF/VI) 200/25 Microgram (mcg) , FF/VI 100/25 mcg, and FF 100 mcg in Adults and Adolescents With Persistent Asthma.",Asthma,6/6/2014,GSK
NCT01682876,"Immunogenicity, Safety and 1 Year Persistence of Antibodies After Either One or Two Doses of Meningococcal ACWY Conjugate Vaccine in Healthy Children 2 Through 10 Years of Age.","Meningococcal Disease|Infections, Meningococcal",10/6/2014,GSK
