CTID,Title,Conditions,Study Type,Results First Posted,Company,Intervention
NCT01018862,A Study to Evaluate the Safety and Efficacy of a Nasal Spray to Treat Children With Perennial Allergic Rhinitis,Perennial Allergic Rhinitis,Interventional,11-Jun-12,Meda Pharmaceuticals,Drug: Azelastine hydrochloride nasal spray 0.10%
NCT01018862,A Study to Evaluate the Safety and Efficacy of a Nasal Spray to Treat Children With Perennial Allergic Rhinitis,Perennial Allergic Rhinitis,Interventional,11-Jun-12,Meda Pharmaceuticals,Drug: Placebo
NCT01018680,A Study Comparing Duloxetine Versus Placebo in Patients Taking a Nonsteroidal Anti-inflammatory Drug (NSAID) for Knee Pain Due to Osteoarthritis,Osteoarthritis Knee Pain,Interventional,5-Oct-12,Eli Lilly and Company,Drug: Duloxetine
NCT01018680,A Study Comparing Duloxetine Versus Placebo in Patients Taking a Nonsteroidal Anti-inflammatory Drug (NSAID) for Knee Pain Due to Osteoarthritis,Osteoarthritis Knee Pain,Interventional,5-Oct-12,Eli Lilly and Company,Drug: Placebo
NCT01741545,Safety and Efficacy Study in Subjects With Chronic HCV and Underlying Hemophilia,Hepatitis C Virus,Interventional,24-Jun-19,Bristol-Myers Squibb,Biological: Pegylated-Interferon-lambda
NCT01741545,Safety and Efficacy Study in Subjects With Chronic HCV and Underlying Hemophilia,Hepatitis C Virus,Interventional,24-Jun-19,Bristol-Myers Squibb,Drug: Ribavirin
NCT01741545,Safety and Efficacy Study in Subjects With Chronic HCV and Underlying Hemophilia,Hepatitis C Virus,Interventional,24-Jun-19,Bristol-Myers Squibb,Drug: Daclatasvir
NCT01018186,Fluticasone Furoate/GW642444 Inhalation Powder Long-Term Safety Study,Asthma,Interventional,29-Oct-13,GlaxoSmithKline,Drug: Fluticasone Furoate/GW642444
NCT01018186,Fluticasone Furoate/GW642444 Inhalation Powder Long-Term Safety Study,Asthma,Interventional,29-Oct-13,GlaxoSmithKline,Drug: Fluticasone propionate
NCT01017952,A Study to Evaluate Annual Rate of Exacerbations and Safety of 3 Dosage Strengths of Fluticasone Furoate (FF)/GW642444 Inhalation Powder in Subjects With Chronic Obstructive Pulmonary Disease (COPD),"Pulmonary Disease, Chronic Obstructive",Interventional,19-Aug-13,GlaxoSmithKline,Drug: FF/GW642444 Inhalation Powder
NCT01017952,A Study to Evaluate Annual Rate of Exacerbations and Safety of 3 Dosage Strengths of Fluticasone Furoate (FF)/GW642444 Inhalation Powder in Subjects With Chronic Obstructive Pulmonary Disease (COPD),"Pulmonary Disease, Chronic Obstructive",Interventional,19-Aug-13,GlaxoSmithKline,Drug: GW642444 Inhalation Powder
NCT01015118,LUME-Ovar 1: Nintedanib (BIBF 1120) or Placebo in Combination With Paclitaxel and Carboplatin in First Line Treatment of Ovarian Cancer,Ovarian Neoplasms|Peritoneal Neoplasms,Interventional,15-Jan-15,Boehringer Ingelheim,Drug: Placebo
NCT01015118,LUME-Ovar 1: Nintedanib (BIBF 1120) or Placebo in Combination With Paclitaxel and Carboplatin in First Line Treatment of Ovarian Cancer,Ovarian Neoplasms|Peritoneal Neoplasms,Interventional,15-Jan-15,Boehringer Ingelheim,Drug: Paclitaxel
NCT01015118,LUME-Ovar 1: Nintedanib (BIBF 1120) or Placebo in Combination With Paclitaxel and Carboplatin in First Line Treatment of Ovarian Cancer,Ovarian Neoplasms|Peritoneal Neoplasms,Interventional,15-Jan-15,Boehringer Ingelheim,Drug: BIBF 1120
NCT01015118,LUME-Ovar 1: Nintedanib (BIBF 1120) or Placebo in Combination With Paclitaxel and Carboplatin in First Line Treatment of Ovarian Cancer,Ovarian Neoplasms|Peritoneal Neoplasms,Interventional,15-Jan-15,Boehringer Ingelheim,Drug: Carboplatin
NCT01733316,"Open-Label, Safety and Superior Effectiveness Study of Cysteamine Bitartrate Delayed-Release Capsules (RP103) in Cystinosis",Cystinosis,Interventional,24-May-17,"Horizon Pharma USA, Inc.",Drug: RP103
NCT01733316,"Open-Label, Safety and Superior Effectiveness Study of Cysteamine Bitartrate Delayed-Release Capsules (RP103) in Cystinosis",Cystinosis,Interventional,24-May-17,"Horizon Pharma USA, Inc.",Drug: Cystagon®
NCT01014208,Ofatumumab Versus Rituximab Salvage Chemoimmunotherapy Followed by Autologous Stem Cell Transplant in Relapsed or Refractory Diffuse Large B Cell Lymphoma,"Lymphoma, Large-Cell, Diffuse",Interventional,16-Oct-14,GlaxoSmithKline,Drug: OFATUMUMAB + DHAP
NCT01014208,Ofatumumab Versus Rituximab Salvage Chemoimmunotherapy Followed by Autologous Stem Cell Transplant in Relapsed or Refractory Diffuse Large B Cell Lymphoma,"Lymphoma, Large-Cell, Diffuse",Interventional,16-Oct-14,GlaxoSmithKline,Drug: RITUXIMAB + DHAP
NCT01027884,Phase III Study of Idebenone in Duchenne Muscular Dystrophy (DMD),"Muscular Dystrophy, Duchenne|Ambulatory Care",Interventional,19-Oct-15,Santhera Pharmaceuticals,Drug: Placebo
NCT01027884,Phase III Study of Idebenone in Duchenne Muscular Dystrophy (DMD),"Muscular Dystrophy, Duchenne|Ambulatory Care",Interventional,19-Oct-15,Santhera Pharmaceuticals,Drug: Idebenone
NCT01009463,A Study to Evaluate the Efficacy and Safety of Fluticasone Furoate (FF)/GW642444 Inhalation Powder in Subjects With Chronic Obstructive Pulmonary Disease (COPD),"Pulmonary Disease, Chronic Obstructive",Interventional,19-Aug-13,GlaxoSmithKline,Drug: FF/GW642444 Inhalation Powder
NCT01009463,A Study to Evaluate the Efficacy and Safety of Fluticasone Furoate (FF)/GW642444 Inhalation Powder in Subjects With Chronic Obstructive Pulmonary Disease (COPD),"Pulmonary Disease, Chronic Obstructive",Interventional,19-Aug-13,GlaxoSmithKline,Drug: GW642444 Inhalation Powder
NCT01009086,A Study of the Safety and Effectiveness of Ustekinumab in Patients With Psoriatic Arthritis,"Arthritis, Psoriatic",Interventional,13-Mar-14,"Janssen Research & Development, LLC",Drug: Placebo
NCT01009086,A Study of the Safety and Effectiveness of Ustekinumab in Patients With Psoriatic Arthritis,"Arthritis, Psoriatic",Interventional,13-Mar-14,"Janssen Research & Development, LLC",Drug: Ustekinumab 45 mg
NCT01009086,A Study of the Safety and Effectiveness of Ustekinumab in Patients With Psoriatic Arthritis,"Arthritis, Psoriatic",Interventional,13-Mar-14,"Janssen Research & Development, LLC",Drug: Ustekinumab 90 mg
NCT01007942,Daily Everolimus in Combination With Trastuzumab and Vinorelbine in HER2/Neu Positive Women With Locally Advanced or Metastatic Breast Cancer,HER2/Neu Over-expressing Locally Advanced Breast Cancer|Metastatic Breast Cancer,Interventional,5-Apr-17,Novartis Pharmaceuticals,Drug: everolimus
NCT01007942,Daily Everolimus in Combination With Trastuzumab and Vinorelbine in HER2/Neu Positive Women With Locally Advanced or Metastatic Breast Cancer,HER2/Neu Over-expressing Locally Advanced Breast Cancer|Metastatic Breast Cancer,Interventional,5-Apr-17,Novartis Pharmaceuticals,Drug: Placebo
NCT01007942,Daily Everolimus in Combination With Trastuzumab and Vinorelbine in HER2/Neu Positive Women With Locally Advanced or Metastatic Breast Cancer,HER2/Neu Over-expressing Locally Advanced Breast Cancer|Metastatic Breast Cancer,Interventional,5-Apr-17,Novartis Pharmaceuticals,Drug: vinorelbine
NCT01007942,Daily Everolimus in Combination With Trastuzumab and Vinorelbine in HER2/Neu Positive Women With Locally Advanced or Metastatic Breast Cancer,HER2/Neu Over-expressing Locally Advanced Breast Cancer|Metastatic Breast Cancer,Interventional,5-Apr-17,Novartis Pharmaceuticals,Drug: trastuzumab
NCT01007942,Daily Everolimus in Combination With Trastuzumab and Vinorelbine in HER2/Neu Positive Women With Locally Advanced or Metastatic Breast Cancer,HER2/Neu Over-expressing Locally Advanced Breast Cancer|Metastatic Breast Cancer,Interventional,5-Apr-17,Novartis,Drug: everolimus
NCT01007942,Daily Everolimus in Combination With Trastuzumab and Vinorelbine in HER2/Neu Positive Women With Locally Advanced or Metastatic Breast Cancer,HER2/Neu Over-expressing Locally Advanced Breast Cancer|Metastatic Breast Cancer,Interventional,5-Apr-17,Novartis,Drug: Placebo
NCT01007942,Daily Everolimus in Combination With Trastuzumab and Vinorelbine in HER2/Neu Positive Women With Locally Advanced or Metastatic Breast Cancer,HER2/Neu Over-expressing Locally Advanced Breast Cancer|Metastatic Breast Cancer,Interventional,5-Apr-17,Novartis,Drug: vinorelbine
NCT01007942,Daily Everolimus in Combination With Trastuzumab and Vinorelbine in HER2/Neu Positive Women With Locally Advanced or Metastatic Breast Cancer,HER2/Neu Over-expressing Locally Advanced Breast Cancer|Metastatic Breast Cancer,Interventional,5-Apr-17,Novartis,Drug: trastuzumab
NCT01007435,A Study of Tocilizumab as Monotherapy and in Combination With Methotrexate Versus Methotrexate in Patients With Early Moderate to Severe Rheumatoid Arthritis,Rheumatoid Arthritis,Interventional,12-Jul-13,Hoffmann-La Roche,Drug: Tocilizumab
NCT01007435,A Study of Tocilizumab as Monotherapy and in Combination With Methotrexate Versus Methotrexate in Patients With Early Moderate to Severe Rheumatoid Arthritis,Rheumatoid Arthritis,Interventional,12-Jul-13,Hoffmann-La Roche,Drug: Placebo to tocilizumab
NCT01007435,A Study of Tocilizumab as Monotherapy and in Combination With Methotrexate Versus Methotrexate in Patients With Early Moderate to Severe Rheumatoid Arthritis,Rheumatoid Arthritis,Interventional,12-Jul-13,Hoffmann-La Roche,Drug: Methotrexate
NCT01007435,A Study of Tocilizumab as Monotherapy and in Combination With Methotrexate Versus Methotrexate in Patients With Early Moderate to Severe Rheumatoid Arthritis,Rheumatoid Arthritis,Interventional,12-Jul-13,Hoffmann-La Roche,Drug: Placebo to methotrexate
NCT01006980,A Study of Vemurafenib (RO5185426) in Comparison With Dacarbazine in Previously Untreated Patients With Metastatic Melanoma (BRIM 3),Malignant Melanoma,Interventional,16-Nov-11,Hoffmann-La Roche,Drug: Vemurafenib
NCT01006980,A Study of Vemurafenib (RO5185426) in Comparison With Dacarbazine in Previously Untreated Patients With Metastatic Melanoma (BRIM 3),Malignant Melanoma,Interventional,16-Nov-11,Hoffmann-La Roche,Drug: Dacarbazine
NCT01005901,"A Study to Assess the Safety, Tolerability and Efficacy of NVA237 Versus Placebo",Chronic Obstructive Pulmonary Disease,Interventional,12-Apr-12,Novartis,Drug: Glycopyrronium bromide
NCT01005901,"A Study to Assess the Safety, Tolerability and Efficacy of NVA237 Versus Placebo",Chronic Obstructive Pulmonary Disease,Interventional,12-Apr-12,Novartis,Drug: Placebo
NCT01005888,C1 Esterase Inhibitor (C1INH-nf) for the Prevention of Acute Hereditary Angioedema (HAE) Attacks,Hereditary Angioedema,Interventional,3-Jun-10,Shire,Biological: C1 esterase inhibitor [human] (C1INH-nf)
NCT01005888,C1 Esterase Inhibitor (C1INH-nf) for the Prevention of Acute Hereditary Angioedema (HAE) Attacks,Hereditary Angioedema,Interventional,3-Jun-10,Shire,Drug: Placebo (saline)
NCT01005407,"Safety and Immunogenicity Study of the Hepatitis B Virus (HBV) Vaccine, HEPLISAV Compared to Engerix-B Vaccine",Healthy,Interventional,11-Jan-18,Dynavax Technologies Corporation,Biological: HEPLISAV and/or Placebo
NCT01005407,"Safety and Immunogenicity Study of the Hepatitis B Virus (HBV) Vaccine, HEPLISAV Compared to Engerix-B Vaccine",Healthy,Interventional,11-Jan-18,Dynavax Technologies Corporation,Biological: Engerix-B
NCT01003990,Roll-Over Protocol To Provide Atv And/Or Truvada For Extended Access,HIV,Interventional,11-May-17,Bristol-Myers Squibb,Drug: Atazanavir
NCT01003990,Roll-Over Protocol To Provide Atv And/Or Truvada For Extended Access,HIV,Interventional,11-May-17,Bristol-Myers Squibb,Drug: Atazanavir/Ritonavir
NCT01003990,Roll-Over Protocol To Provide Atv And/Or Truvada For Extended Access,HIV,Interventional,11-May-17,Bristol-Myers Squibb,Drug: Tenofovir/Emtricitabine
NCT01003990,Roll-Over Protocol To Provide Atv And/Or Truvada For Extended Access,HIV,Interventional,11-May-17,Bristol-Myers Squibb,Drug: Lopinavir/ritonavir
NCT01002573,"Safety, Efficacy, and Pharmacokinetic Study of Intravenous Ibuprofen in Pediatric Patients",Fever,Interventional,7-Nov-16,Cumberland Pharmaceuticals,Drug: ibuprofen
NCT01002573,"Safety, Efficacy, and Pharmacokinetic Study of Intravenous Ibuprofen in Pediatric Patients",Fever,Interventional,7-Nov-16,Cumberland Pharmaceuticals,Drug: acetaminophen
NCT01275066,A Double-Blind Study to Evaluate the Efficacy and Safety of BMN 110 in Patients With Mucopolysaccharidosis IVA (Morquio A Syndrome),MPS IV A,Interventional,15-Apr-14,BioMarin Pharmaceutical,Drug: BMN 110 Weekly
NCT01275066,A Double-Blind Study to Evaluate the Efficacy and Safety of BMN 110 in Patients With Mucopolysaccharidosis IVA (Morquio A Syndrome),MPS IV A,Interventional,15-Apr-14,BioMarin Pharmaceutical,Drug: Placebo
NCT01275066,A Double-Blind Study to Evaluate the Efficacy and Safety of BMN 110 in Patients With Mucopolysaccharidosis IVA (Morquio A Syndrome),MPS IV A,Interventional,15-Apr-14,BioMarin Pharmaceutical,Drug: BMN 110 Every Other Week
NCT01000974,Consistency & Immunogenicity Study of 3 Lots of GSK's Hib Conjugate Vaccine Versus ActHIB & Pentacel in Healthy Infants,Haemophilus Influenzae Type b,Interventional,19-Aug-13,GlaxoSmithKline,Biological: GSK Biologicals' Haemophilus influenzae type b vaccine (GSK 208108)
NCT01000974,Consistency & Immunogenicity Study of 3 Lots of GSK's Hib Conjugate Vaccine Versus ActHIB & Pentacel in Healthy Infants,Haemophilus Influenzae Type b,Interventional,19-Aug-13,GlaxoSmithKline,Biological: ActHIB™
NCT01000974,Consistency & Immunogenicity Study of 3 Lots of GSK's Hib Conjugate Vaccine Versus ActHIB & Pentacel in Healthy Infants,Haemophilus Influenzae Type b,Interventional,19-Aug-13,GlaxoSmithKline,Biological: Pentacel™
NCT01000974,Consistency & Immunogenicity Study of 3 Lots of GSK's Hib Conjugate Vaccine Versus ActHIB & Pentacel in Healthy Infants,Haemophilus Influenzae Type b,Interventional,19-Aug-13,GlaxoSmithKline,Biological: Pediarix™
NCT01000974,Consistency & Immunogenicity Study of 3 Lots of GSK's Hib Conjugate Vaccine Versus ActHIB & Pentacel in Healthy Infants,Haemophilus Influenzae Type b,Interventional,19-Aug-13,GlaxoSmithKline,Biological: Prevnar 13™
NCT01000974,Consistency & Immunogenicity Study of 3 Lots of GSK's Hib Conjugate Vaccine Versus ActHIB & Pentacel in Healthy Infants,Haemophilus Influenzae Type b,Interventional,19-Aug-13,GlaxoSmithKline,Biological: Rotarix™
NCT01000974,Consistency & Immunogenicity Study of 3 Lots of GSK's Hib Conjugate Vaccine Versus ActHIB & Pentacel in Healthy Infants,Haemophilus Influenzae Type b,Interventional,19-Aug-13,GlaxoSmithKline,Biological: Engerix™-B
NCT01000974,Consistency & Immunogenicity Study of 3 Lots of GSK's Hib Conjugate Vaccine Versus ActHIB & Pentacel in Healthy Infants,Haemophilus Influenzae Type b,Interventional,19-Aug-13,GlaxoSmithKline,Biological: Infanrix™
NCT01000727,The Stabilization Of pLaques usIng Darapladib-Thrombolysis In Myocardial Infarction 52 Trial,Acute Coronary Syndrome,Interventional,10-Aug-17,GlaxoSmithKline,Drug: Darapladib 160 mg
NCT01000727,The Stabilization Of pLaques usIng Darapladib-Thrombolysis In Myocardial Infarction 52 Trial,Acute Coronary Syndrome,Interventional,10-Aug-17,GlaxoSmithKline,Drug: Placebo
NCT01000727,The Stabilization Of pLaques usIng Darapladib-Thrombolysis In Myocardial Infarction 52 Trial,Acute Coronary Syndrome,Interventional,10-Aug-17,GlaxoSmithKline,Other: Standard Therapy
NCT01000727,The Stabilization Of pLaques usIng Darapladib-Thrombolysis In Myocardial Infarction 52 Trial,Acute Coronary Syndrome,Interventional,10-Aug-17,The TIMI Study Group,Drug: Darapladib 160 mg
NCT01000727,The Stabilization Of pLaques usIng Darapladib-Thrombolysis In Myocardial Infarction 52 Trial,Acute Coronary Syndrome,Interventional,10-Aug-17,The TIMI Study Group,Drug: Placebo
NCT01000727,The Stabilization Of pLaques usIng Darapladib-Thrombolysis In Myocardial Infarction 52 Trial,Acute Coronary Syndrome,Interventional,10-Aug-17,The TIMI Study Group,Other: Standard Therapy
NCT01000311,"A Study to Evaluate the Safety and Immunogenicity of 4 Doses of MenACWY Conjugate Vaccine, Administered Concomitantly With Routine Vaccines, Among Infants Aged 2 Months",Meningococcal Disease,Interventional,26-Mar-14,Novartis Vaccines,Biological: MenACWY-CRM
NCT01000311,"A Study to Evaluate the Safety and Immunogenicity of 4 Doses of MenACWY Conjugate Vaccine, Administered Concomitantly With Routine Vaccines, Among Infants Aged 2 Months",Meningococcal Disease,Interventional,26-Mar-14,Novartis Vaccines,Biological: DTaP-IPV/Hib
NCT01000311,"A Study to Evaluate the Safety and Immunogenicity of 4 Doses of MenACWY Conjugate Vaccine, Administered Concomitantly With Routine Vaccines, Among Infants Aged 2 Months",Meningococcal Disease,Interventional,26-Mar-14,Novartis Vaccines,Biological: HBV
NCT01000311,"A Study to Evaluate the Safety and Immunogenicity of 4 Doses of MenACWY Conjugate Vaccine, Administered Concomitantly With Routine Vaccines, Among Infants Aged 2 Months",Meningococcal Disease,Interventional,26-Mar-14,Novartis Vaccines,Biological: PCV
NCT01000311,"A Study to Evaluate the Safety and Immunogenicity of 4 Doses of MenACWY Conjugate Vaccine, Administered Concomitantly With Routine Vaccines, Among Infants Aged 2 Months",Meningococcal Disease,Interventional,26-Mar-14,Novartis Vaccines,Biological: MMR
NCT01000311,"A Study to Evaluate the Safety and Immunogenicity of 4 Doses of MenACWY Conjugate Vaccine, Administered Concomitantly With Routine Vaccines, Among Infants Aged 2 Months",Meningococcal Disease,Interventional,26-Mar-14,Novartis,Biological: MenACWY-CRM
NCT01000311,"A Study to Evaluate the Safety and Immunogenicity of 4 Doses of MenACWY Conjugate Vaccine, Administered Concomitantly With Routine Vaccines, Among Infants Aged 2 Months",Meningococcal Disease,Interventional,26-Mar-14,Novartis,Biological: DTaP-IPV/Hib
